division,district,cases,location
Dhaka,Dhaka City,3,Sahjanpur 
Dhaka,Dhaka City,1,Sayedabad 
Dhaka,Dhaka City,1,Segunbagicha 
Dhaka,Dhaka City,1,Science Lab 
Dhaka,Dhaka City,2,Shah Ali Bagh 
Dhaka,Dhaka City,11,Shahbag 
Dhaka,Dhaka City,18,Shakharibazar 
Dhaka,Dhaka City,1,Shantibagh 
Dhaka,Dhaka City,1,Shampur 
Dhaka,Dhaka City,10,Shantinagar 
Dhaka,Dhaka City,7,Shaymoli 
Dhaka,Dhaka City,4,Shewrapara 
Dhaka,Dhaka City,1,Shekher Tek 
Dhaka,Dhaka City,3,Showari Ghat 
Dhaka,Dhaka City,4,Siddheshwari 
Dhaka,Dhaka City,2,Sonir akhra 
Dhaka,Dhaka City,12,Sutrapur 
Dhaka,Dhaka City,2,TatiBazar 
Dhaka,Dhaka City,2,Tikatoli 
Dhaka,Dhaka City,23,Tejgaon 
Dhaka,Dhaka City,1,Turag 
Dhaka,Dhaka City,1,Tezturi Bazar 
Dhaka,Dhaka City,19,Tolarbag 
Dhaka,Dhaka City,1,Urdu Road 
Dhaka,Dhaka City,23,Uttara 
Dhaka,Dhaka City,1,Vatara 
Dhaka,Dhaka City,30,Wari
